98,48,2,81,39,31,86,56,47,22
50,67,58,72,49,60,36,96,82,47
87,20,16,11,85,25,77,94,46,35
81,36,89,88,39,56,86,61,24,36
45,77,1,4,78,89,5,39,23,26
23,80,43,46,8,17,35,84,96,93
69,4,8,7,26,94,76,33,6,12
78,2,92,72,29,64,53,53,20,48
54,98,90,43,13,71,24,20,36,59
14,11,11,91,58,19,84,87,3,2
22,61,96,50,35,43,36,53,92,26
59,84,2,67,94,97,52,73,67,32
44,37,66,71,89,71,78,61,97,48
81,95,73,57,39,54,35,95,7,97
97,67,46,73,74,3,91,59,52,87
51,23,66,12,33,45,84,83,73,31
62,65,91,9,52,49,27,35,78,22
98,71,16,55,36,50,23,22,26,66
83,81,90,62,26,97,33,46,79,35
88,3,91,1,17,4,95,92,87,65
13,62,88,8,56,21,27,72,18,35
36,98,95,68,58,28,91,29,56,58
94,99,59,12,2,60,16,12,22,19
71,81,6,25,9,95,44,72,36,65
16,27,72,58,91,29,26,47,13,64
50,68,96,18,54,7,9,46,36,17
26,62,23,39,73,45,11,48,3,88
72,46,84,74,35,4,90,95,34,27
61,39,65,19,30,61,78,46,25,83
35,28,90,58,79,5,76,94,16,81
67,4,36,46,42,33,59,6,31,66
51,93,47,96,91,50,86,53,60,11
71,81,74,6,48,1,22,70,64,78
31,83,98,91,55,27,26,23,37,25
27,51,67,80,33,76,65,71,45,44
55,54,41,40,80,29,4,81,46,69
11,63,95,60,15,18,8,91,9,81
73,1,89,43,28,71,83,58,68,27
24,80,68,5,33,87,19,80,38,48
65,34,37,30,38,47,66,36,60,59
70,7,37,23,68,6,79,67,72,76
30,48,11,3,70,39,48,15,75,3
73,79,6,16,35,85,33,6,2,64
69,47,76,10,62,12,85,47,11,99
88,9,41,40,94,44,59,10,8,63
91,38,50,50,39,42,17,11,88,80
39,89,51,15,80,98,23,25,66,19
22,18,4,67,15,74,60,40,63,21
73,72,56,41,42,56,46,66,45,5
11,67,18,52,94,9,44,65,61,58
99,72,92,91,13,35,58,58,90,3
75,20,2,60,79,60,48,38,27,32
27,78,94,21,82,6,87,82,49,38
36,47,2,93,40,60,28,84,6,95
1,10,22,81,60,20,71,85,11,83
37,1,46,99,11,75,8,23,17,74
98,79,52,33,82,73,5,90,37,36
81,92,73,25,61,65,64,76,65,24
60,63,36,17,63,17,45,71,24,64
94,97,63,73,17,53,13,63,61,32
71,58,67,50,8,15,62,16,13,68
67,27,35,96,33,96,58,72,16,70
48,22,70,64,6,47,28,56,12,17
40,92,21,76,36,60,23,54,48,53
63,91,94,20,17,85,95,54,55,93
36,54,72,92,96,78,51,97,60,31
24,22,84,75,16,30,69,49,80,71
72,34,62,75,36,42,28,59,88,84
53,49,10,4,18,80,95,63,69,78
38,1,77,85,33,20,50,36,59,70
54,56,92,45,51,73,73,69,85,28
5,21,46,70,69,84,82,58,20,25
92,7,98,95,7,8,28,65,84,70
32,21,87,92,92,22,55,94,80,56
35,45,23,80,57,22,85,93,37,86
28,42,97,61,19,65,31,71,7,21
75,73,69,23,45,14,70,45,88,70
35,18,59,43,70,88,39,47,62,39
47,34,50,83,33,64,41,21,33,38
9,85,16,9,67,80,46,19,99,28
67,76,42,61,80,24,67,70,33,69
22,59,49,95,72,74,22,27,23,30
19,30,13,75,85,40,1,37,61,59
45,15,34,50,32,3,29,68,75,79
65,14,27,64,73,94,50,87,53,40
36,47,27,37,16,21,18,5,59,48
21,44,6,17,37,19,98,66,39,78
94,35,47,94,36,29,37,74,92,16
86,6,35,35,44,77,17,3,7,21
43,40,22,18,13,22,53,48,14,82
95,31,35,78,67,89,12,92,54,50
40,60,38,11,56,60,74,92,51,56
19,19,90,46,26,86,56,52,63,99
5,72,60,31,54,83,90,2,17,91
12,11,27,16,16,79,79,79,52,8
97,54,37,32,61,19,97,29,95,47
76,64,4,30,14,85,8,35,99,24
94,65,59,8,96,63,48,63,1,74
81,43,20,45,13,28,30,82,12,59
45,57,70,21,53,15,18,34,73,18
11,4,12,83,20,70,70,43,69,63
13,13,59,27,9,15,63,22,5,24
49,4,58,28,89,54,90,89,97,16
84,4,79,35,44,77,38,97,6,18
7,92,16,61,32,90,89,35,93,35
82,43,85,9,91,41,6,72,19,92
29,1,65,88,30,35,53,99,36,98
74,26,17,56,38,30,16,78,12,6
42,27,43,32,77,12,66,97,64,95
50,93,70,68,98,38,1,99,99,56
43,57,23,58,36,1,50,89,8,92
31,3,85,41,60,50,30,32,44,51
11,10,56,1,85,66,35,93,30,20
28,8,66,76,85,44,21,95,20,78
80,47,76,94,2,46,42,88,13,41
27,15,11,46,37,41,26,61,77,13
89,26,29,49,86,27,61,2,21,48
77,10,48,92,75,85,46,21,45,23
74,57,66,59,52,95,17,17,23,76
91,28,95,22,85,34,21,59,79,33
34,98,91,71,63,23,58,72,83,38
88,87,31,5,10,37,12,90,19,54
17,61,74,87,13,64,23,13,55,54
33,13,45,73,56,26,76,48,86,86
99,56,2,49,59,58,38,1,4,29
50,21,97,62,77,30,73,57,49,5
72,37,57,82,6,53,23,79,71,49
56,78,72,90,79,49,46,30,47,92
48,47,82,98,61,85,3,99,52,92
1,78,97,20,60,33,84,55,56,51
49,49,73,67,34,12,34,56,42,44
41,62,56,16,67,17,67,25,53,5
11,75,50,71,82,58,44,65,51,56
33,71,66,6,4,16,21,62,2,76
91,74,50,95,41,19,96,72,79,18
64,85,52,75,11,25,76,65,60,65
69,68,14,28,85,93,5,98,79,6
50,71,70,74,54,24,66,80,45,3
79,26,64,36,37,29,60,53,70,35
60,77,59,64,59,2,80,75,52,9
49,53,5,16,33,36,77,61,31,95
55,91,29,43,3,17,9,39,71,54
36,84,13,55,97,12,51,88,26,21
7,50,6,37,13,26,23,25,91,80
84,13,20,98,46,8,17,53,61,48
78,76,91,96,16,1,78,84,48,17
13,6,13,16,69,14,47,41,77,70
95,7,7,37,46,75,87,61,11,90
13,1,61,87,5,61,25,5,13,43
78,81,49,77,65,59,32,43,73,88
27,87,67,70,72,77,59,60,85,20
18,26,65,88,63,68,32,73,98,91
2,82,19,39,76,44,69,32,28,52
37,48,83,43,37,56,88,70,7,6
33,96,30,64,95,52,23,58,23,99
67,22,14,43,29,47,74,69,71,76
33,23,96,7,51,12,24,81,87,46
59,28,61,13,80,98,99,57,7,33
80,28,57,36,77,36,17,38,22,42
41,57,35,65,15,90,64,16,32,53
61,65,35,46,21,9,11,41,68,75
3,22,71,68,33,71,54,50,46,88
33,25,20,53,26,21,4,38,76,45
21,36,1,34,44,21,82,99,90,75
77,30,19,21,13,58,91,7,24,1
45,2,4,13,83,60,40,99,96,2
15,81,10,88,16,48,36,47,21,12
71,67,49,27,17,13,92,73,99,32
31,61,69,19,74,40,45,8,88,94
73,48,90,87,54,25,76,53,51,15
38,13,76,41,57,23,90,95,16,91
37,99,63,9,76,23,22,23,74,10
51,53,76,64,21,16,47,97,43,83
71,4,72,94,53,29,57,92,95,49
79,12,27,65,7,52,33,82,7,17
43,21,29,61,99,38,78,94,48,63
29,2,62,18,9,86,94,49,54,95
15,44,52,16,34,45,11,80,47,1
70,58,99,50,13,61,31,14,10,53
1,10,95,9,83,59,79,93,16,47
21,71,80,79,43,73,2,78,10,33
70,47,31,27,29,23,9,53,37,59
38,96,85,49,92,26,45,81,34,39
81,68,73,41,78,57,42,60,43,22
97,75,95,81,33,65,62,36,81,28
12,33,52,27,24,95,65,11,18,96
84,35,95,16,16,99,22,61,18,38
15,14,37,77,37,7,7,4,4,7
10,77,75,12,6,55,98,52,43,33
68,15,67,13,41,96,46,23,67,39
37,1,17,67,62,55,42,13,82,51
91,22,42,3,88,3,94,28,48,87
50,21,25,78,62,99,4,35,92,24
42,85,78,22,2,9,77,68,15,27
14,67,16,91,46,8,63,51,65,40
29,83,91,32,14,79,48,63,48,94
97,38,16,82,72,5,39,45,32,27
67,1,23,82,3,64,8,64,81,14
60,2,89,24,18,85,33,25,29,32
23,54,44,59,85,13,40,76,13,31
8,99,83,14,85,98,31,18,45,5
1,21,8,39,27,90,25,96,38,95
80,59,41,31,13,24,90,21,9,91
15,42,52,97,78,74,85,44,53,92
22,67,69,57,38,96,73,92,1,47
68,14,74,78,85,1,65,92,50,17
49,14,34,85,18,50,14,75,30,80
28,16,71,4,90,9,78,22,61,96
78,27,2,71,73,63,15,11,2,21
92,84,3,75,58,15,61,4,48,25
16,98,34,66,11,44,86,25,86,1
38,51,51,22,87,37,7,33,47,39
29,74,77,98,97,41,33,79,71,33
5,28,19,13,70,40,9,64,67,40
25,89,37,61,19,99,96,50,70,78
92,91,68,13,97,56,56,40,31,12
12,47,73,38,59,44,78,49,96,63
11,91,47,31,70,28,72,29,66,32
71,7,35,80,41,88,71,85,56,79
53,54,44,31,50,19,39,25,71,21
62,72,42,18,44,74,74,64,95,34
51,27,8,37,34,72,94,41,91,16
57,65,35,97,94,73,50,63,47,63
18,91,27,17,49,91,33,94,82,42
96,52,87,65,56,47,88,51,90,27
96,23,29,51,54,23,29,74,61,90
74,38,54,8,83,72,46,71,14,36
19,40,33,91,12,79,99,74,34,81
23,39,68,66,14,23,49,41,58,63
48,65,59,3,6,83,12,63,6,61
91,59,86,71,37,41,15,25,75,58
1,44,6,38,48,87,31,67,1,5
20,74,8,78,63,40,77,12,58,62
1,95,69,76,59,69,52,63,95,60
99,5,13,54,64,25,60,41,14,64
64,2,89,7,62,61,57,99,20,9
93,54,81,27,10,38,40,23,28,78
37,12,8,45,20,75,27,74,84,70
48,45,88,87,94,61,63,81,88,15
74,73,50,5,5,83,33,96,40,59
64,34,86,39,24,6,1,46,59,5
92,67,79,19,44,3,1,32,54,80
96,34,7,27,26,36,28,62,3,9
66,30,60,93,87,45,96,28,92,18
73,90,55,73,48,64,11,83,85,87
9,93,99,93,2,75,48,73,72,93
63,70,17,73,62,51,5,46,57,82
56,59,55,35,1,76,91,1,80,50
65,28,80,27,91,39,49,80,34,16
32,30,31,94,41,80,35,59,36,89
25,24,62,40,4,92,69,28,19,36
99,3,37,40,17,50,53,10,19,16
99,8,6,65,19,76,77,21,21,70
81,50,64,72,69,43,63,86,82,58
20,59,1,38,2,84,46,64,51,64
99,71,94,70,55,27,68,18,14,77
43,35,57,65,63,46,29,79,1,84
38,55,5,43,4,24,94,10,37,19
26,15,78,99,50,65,73,11,53,12
77,81,95,33,49,90,3,20,89,6
31,97,92,46,29,92,18,99,46,20
57,12,9,95,39,97,91,52,14,18
89,97,94,88,83,76,28,63,79,2
51,75,37,24,74,83,96,40,63,11
51,16,18,2,31,97,53,53,94,1
21,45,8,73,30,24,75,31,41,49
44,97,93,30,94,45,51,74,98,25
54,3,63,72,5,26,73,37,8,8
84,61,90,13,17,92,20,8,31,97
64,27,44,16,53,56,17,12,50,49
8,4,95,52,99,51,17,2,32,56
34,5,83,16,39,96,23,41,78,71
49,36,53,49,87,76,83,47,82,52
59,65,22,93,1,16,64,67,26,84
58,62,92,11,33,86,73,86,94,80
25,66,69,15,77,92,8,13,55,95
85,59,44,3,66,12,68,87,20,17
55,20,20,49,45,11,37,10,96,83
71,29,55,40,55,83,27,77,79,44
23,73,97,76,35,88,21,64,33,90
49,5,52,23,67,70,7,37,56,85
11,33,21,25,18,96,8,21,98,59
22,62,59,67,64,32,55,45,79,61
55,43,30,43,59,50,36,70,38,81
24,58,30,97,8,58,39,88,50,21
84,64,88,46,16,32,77,85,73,60
25,67,54,28,2,10,59,68,48,53
18,91,92,32,21,15,44,55,64,48
16,66,58,4,99,32,17,73,17,48
67,19,88,6,80,5,96,85,4,3
95,77,69,54,52,70,86,21,83,29
28,27,68,19,75,10,7,64,71,26
22,11,56,97,44,72,35,38,30,80
78,57,63,92,51,33,41,86,9,95
70,73,61,81,82,7,79,95,76,5
51,19,12,67,84,62,90,3,66,95
56,14,66,5,85,51,56,53,35,53
99,43,59,96,65,72,96,21,92,38
92,51,5,99,79,1,30,2,93,55
30,15,37,8,90,91,61,58,10,66
44,4,91,35,36,11,60,64,63,87
44,38,45,2,85,20,53,82,97,64
96,34,40,99,9,64,89,29,11,50
22,34,16,49,78,89,83,99,95,7
77,13,97,18,91,23,27,7,24,35
33,83,34,67,3,21,62,94,99,13
40,40,52,21,96,27,94,61,19,76
79,54,13,11,79,84,89,17,86,90
92,60,90,62,98,81,77,47,18,89
87,6,36,14,86,81,20,7,57,63
26,48,53,71,49,78,47,58,52,55
57,14,95,75,19,66,15,36,2,90
4,94,28,73,16,88,29,63,38,20
46,21,29,60,81,64,97,42,13,64
47,34,50,81,13,64,84,58,46,80
67,23,74,87,12,41,23,59,65,37
36,30,43,97,48,52,98,28,92,46
85,99,96,63,53,61,36,70,24,55
67,73,84,24,49,11,63,85,86,47
91,42,81,75,57,34,97,13,60,44
8,68,32,89,59,2,12,44,35,97
96,64,77,71,39,55,54,75,58,76
43,65,56,15,17,55,80,63,39,3
73,24,24,29,98,26,17,47,56,83
66,70,58,88,66,73,95,52,37,31
63,3,78,94,50,73,51,15,4,89
90,60,63,26,63,9,97,41,48,44
51,93,37,99,12,89,79,51,17,31
2,43,79,42,75,10,71,72,21,44
33,6,87,95,1,82,43,90,28,3
83,45,28,19,92,61,1,8,56,91
71,48,30,15,80,38,37,47,17,50
42,49,84,8,43,61,71,93,2,83
90,16,73,75,39,54,3,36,5,13
21,42,35,48,58,84,9,38,54,85
2,55,13,96,27,65,98,85,22,45
90,41,5,13,3,42,41,57,4,30
39,97,87,44,92,38,84,88,70,9
39,12,37,2,4,61,71,45,4,98
1,5,20,34,22,68,42,89,38,88
23,14,73,48,99,71,16,62,14,41
40,99,12,75,11,6,39,62,25,78
10,54,96,17,21,31,20,35,99,82
67,83,92,55,73,23,55,44,74,64
30,95,87,53,85,14,78,86,64,36
71,51,27,34,42,9,49,91,33,30
46,64,39,83,49,67,66,81,30,49
28,40,91,33,30,35,62,52,57,46
51,79,14,76,76,37,30,90,54,57
62,93,95,3,48,97,76,25,78,23
53,42,55,74,67,39,77,72,53,34
21,71,38,4,89,98,14,30,89,55
18,53,63,54,11,10,22,77,13,35
13,6,18,12,95,88,78,43,69,17
35,96,56,18,85,85,5,38,76,78
76,85,81,61,43,89,38,45,80,54
51,86,29,9,28,92,42,54,17,88
49,11,77,1,38,27,39,5,40,75
63,30,4,67,56,11,29,7,36,56
51,30,91,43,85,11,25,94,60,4
35,79,3,94,48,18,36,33,17,87
15,67,21,69,66,51,60,11,10,77
20,11,99,81,54,34,51,28,18,23
50,3,32,28,21,22,14,99,93,14
65,44,30,73,54,96,46,4,26,11
25,91,13,32,75,67,61,9,38,77
26,4,2,1,75,14,73,4,97,45
61,15,69,84,30,29,88,30,23,21
13,65,89,23,34,87,82,5,31,30
7,87,3,55,98,20,10,43,21,82
24,4,66,36,42,6,1,84,73,39
86,17,64,17,29,34,98,9,50,28
71,27,8,28,10,47,14,24,28,26
88,68,93,95,14,79,57,18,68,9
34,25,68,84,80,35,65,80,66,64
20,52,9,33,28,58,14,45,99,96
76,69,20,33,38,39,47,22,63,62
3,92,87,38,8,58,35,55,39,31
10,93,66,25,5,68,17,27,8,50
18,64,61,69,89,94,32,30,63,60
29,27,69,47,97,54,76,63,16,21
23,33,29,65,91,9,78,18,38,92
57,51,11,43,20,96,55,47,7,82
53,51,80,43,59,27,59,38,79,87
51,28,7,80,90,77,5,46,94,73
16,45,71,94,71,10,44,88,59,23
11,34,68,73,57,64,1,65,85,26
91,73,28,87,93,87,26,24,45,11
56,20,7,83,68,37,89,67,24,66
46,82,47,9,99,48,79,11,77,61
85,14,54,58,99,38,52,17,5,1
29,98,54,34,29,70,88,60,95,53
25,29,59,85,4,16,45,23,46,8
59,58,57,49,60,57,29,33,23,22
14,73,57,4,52,24,80,9,17,12
50,72,24,64,45,77,50,30,40,49
97,34,4,58,21,57,2,8,95,41
45,98,78,21,24,9,74,88,69,41
36,70,46,93,30,54,7,1,52,61
47,53,93,26,36,26,67,46,27,3
35,11,8,60,91,95,23,25,6,53
5,29,64,82,47,74,34,27,75,44
21,94,12,61,53,43,68,4,92,9
39,91,62,86,40,4,10,36,52,97
3,62,72,32,76,85,46,77,85,79
32,92,64,9,27,95,66,41,20,53
66,94,99,72,84,91,15,76,97,61
39,43,60,70,92,28,41,26,45,36
30,61,52,41,19,59,87,42,65,73
82,14,20,49,76,2,50,67,38,44
61,97,47,19,65,49,32,37,73,50
44,15,18,29,42,88,97,24,29,40
22,33,33,88,71,26,9,79,64,79
27,6,70,16,23,18,66,6,50,5
63,81,16,50,71,65,34,31,37,13
18,59,94,7,43,23,66,20,55,27
74,74,49,85,78,49,64,34,63,14
20,11,82,29,74,16,92,1,70,47
87,69,13,77,68,51,78,15,96,85
31,4,38,66,19,42,9,26,90,54
81,60,35,17,34,44,79,44,26,13
45,62,5,99,1,20,86,61,5,87
38,37,89,76,16,24,34,51,22,41
86,37,23,39,84,59,30,14,92,72
80,16,75,20,26,30,55,43,4,75
74,70,53,31,17,48,32,17,27,92
8,4,39,18,4,54,38,77,18,3
41,7,35,76,4,65,54,2,1,66
10,5,29,82,56,58,97,93,46,57
50,87,55,40,74,12,17,35,66,69
31,18,93,18,5,77,65,13,59,25
85,78,63,58,72,39,24,11,87,48
72,60,5,27,55,51,52,32,76,43
60,38,12,3,25,73,66,6,13,8
4,63,48,81,29,24,57,52,18,75
33,27,26,87,78,65,28,31,24,58
74,28,70,43,86,35,77,54,89,10
65,19,29,36,32,22,99,76,83,83
14,7,91,96,58,62,43,49,94,46
26,36,96,32,77,52,28,54,1,38
83,60,85,25,82,78,66,31,80,17
84,65,29,42,20,2,22,36,26,67
9,39,93,68,46,34,32,6,16,42
70,76,72,68,17,41,36,1,60,38
9,25,82,94,58,39,44,1,37,9
33,42,76,49,60,82,50,8,30,74
40,28,50,83,56,55,74,43,23,74
25,26,14,48,85,93,38,42,15,59
46,62,65,45,50,45,18,83,99,17
90,58,31,2,82,76,79,19,58,16
16,38,96,59,18,51,74,24,57,94
32,47,12,30,19,74,70,31,23,57
23,26,94,19,32,97,8,50,62,13
76,37,96,37,59,36,34,91,95,20
30,15,67,78,81,53,42,21,32,37
2,56,25,8,33,77,8,11,14,18
50,99,32,15,17,43,56,86,88,7
79,37,39,38,9,20,16,53,84,62
30,55,31,54,73,75,5,65,1,11
37,28,4,18,52,42,17,11,5,57
2,89,59,38,38,75,69,55,72,30
17,50,18,84,24,84,41,93,53,59
96,43,90,40,59,92,28,97,42,71
50,79,21,15,99,87,2,30,47,70
81,74,83,17,66,49,75,48,37,85
91,98,18,73,39,3,15,56,11,79
14,32,9,90,74,94,21,93,68,84
74,36,12,59,23,94,39,91,88,88
32,32,92,40,80,90,85,48,54,65
13,87,48,79,53,76,92,98,63,38
69,53,65,61,27,55,26,51,63,67
85,98,82,93,1,56,12,83,51,38
6,17,23,51,10,16,3,72,31,56
55,79,32,65,12,24,23,73,70,64
47,77,22,5,81,3,62,31,62,86
17,76,83,39,27,9,48,59,93,42
63,92,60,28,28,97,91,26,3,5
39,85,58,76,97,87,38,83,61,52
77,67,33,17,5,58,38,10,15,40
51,65,89,72,55,23,17,49,86,77
95,72,79,99,98,91,51,14,3,18
94,83,16,78,71,75,24,15,39,10
78,94,20,10,60,24,2,38,41,74
25,80,25,51,27,15,5,7,75,30
82,84,48,16,31,86,26,77,50,57
95,58,9,13,27,1,1,13,85,61
92,65,33,54,36,32,34,80,3,48
24,2,25,81,15,32,59,66,3,60
90,95,99,35,57,47,28,32,96,75
44,58,65,68,50,8,28,21,61,14
73,68,80,79,20,94,83,2,1,60
62,55,65,36,77,85,12,70,21,35
36,60,13,88,68,42,97,49,13,19
76,64,34,69,44,94,1,96,6,1
11,40,70,21,16,8,17,81,60,77
93,12,84,51,47,94,32,71,30,44
87,55,97,14,95,9,47,93,19,11
14,36,69,22,90,58,53,55,54,94
30,95,57,27,88,40,76,43,51,86
30,17,64,1,2,12,40,28,1,17
72,67,24,45,87,3,43,40,60,70
89,4,95,11,7,17,90,83,71,68
44,65,34,99,19,25,30,77,14,34
21,32,54,98,93,58,87,91,85,2
22,72,98,95,40,76,72,2,56,39
86,7,11,68,66,99,14,39,26,11
69,11,88,19,84,56,62,36,71,39
57,22,20,28,58,81,3,73,37,2
88,8,2,24,3,39,56,45,63,7
53,30,70,89,66,63,76,74,43,53
60,6,35,29,41,96,41,48,58,61
55,47,23,58,87,68,98,74,18,71
73,33,70,24,88,69,30,54,89,81
31,55,94,50,2,12,81,88,38,78
77,39,55,1,6,59,53,75,86,34
11,53,22,21,80,57,35,52,62,18
87,23,43,87,67,59,57,56,61,4
70,66,90,36,7,85,30,23,11,73
78,34,35,92,93,89,95,73,77,43
59,49,66,18,14,71,48,46,33,24
50,64,4,69,59,94,76,21,8,17
54,89,77,88,15,79,56,7,77,41
36,60,23,59,19,89,82,52,88,90
54,95,27,28,48,67,15,46,73,77
14,62,37,17,74,28,4,74,58,33
93,77,40,69,87,39,98,2,36,80
96,51,66,94,75,25,90,90,39,69
77,7,25,18,9,32,92,67,71,44
14,4,64,27,21,6,53,13,57,27
49,83,2,68,94,80,7,91,60,27
32,97,33,36,85,63,89,85,45,25
74,7,14,99,67,36,92,9,48,15
37,52,19,80,64,6,57,59,44,95
31,74,62,54,1,11,19,81,66,65
66,10,27,33,89,97,99,51,43,33
7,80,24,97,54,5,64,4,19,48
73,2,88,12,57,3,97,29,11,31
88,30,31,85,79,24,74,41,14,71
96,73,47,80,77,22,97,46,62,94
25,50,83,58,78,13,84,77,12,69
66,99,28,85,94,56,55,63,78,66
5,44,11,57,91,20,7,27,92,39
21,92,16,24,83,63,38,24,98,58
19,64,35,12,53,60,74,95,91,54
99,24,10,15,79,20,46,2,17,32
38,96,50,22,8,29,96,89,22,52
17,49,13,48,64,11,43,70,33,55
75,4,22,46,77,17,85,25,15,23
68,9,99,99,82,84,18,25,37,91
35,2,54,19,92,27,44,57,45,10
1,9,12,5,36,5,93,58,50,97
92,66,77,82,26,90,79,54,48,95
49,85,13,8,19,6,37,94,19,34
22,2,79,24,51,57,84,11,90,38
85,59,99,49,93,76,57,16,71,91
50,90,43,91,89,44,36,66,94,54
63,48,15,15,54,37,79,67,68,66
21,76,26,88,23,4,98,37,14,50
4,74,55,9,61,19,97,59,61,89
19,66,20,33,8,76,87,10,86,7
9,60,78,31,56,5,39,12,99,21
88,33,21,1,47,23,44,64,14,39
59,94,13,29,61,39,28,93,21,56
22,97,92,10,47,5,71,75,92,22
89,42,47,84,36,71,4,15,17,39
72,10,62,1,16,80,95,54,3,94
27,87,36,3,81,42,69,70,88,44
34,26,26,11,86,98,36,34,88,80
21,48,78,48,12,31,32,19,35,60
67,72,39,51,54,38,85,16,86,97
55,59,37,36,88,42,14,33,49,32
13,23,25,96,17,42,50,94,55,90
54,14,93,45,72,83,15,64,54,49
63,34,41,44,19,45,77,93,86,32
65,26,43,25,73,43,93,74,70,63
30,80,85,42,68,39,95,82,81,97
5,51,73,20,64,2,5,34,26,95
39,82,24,78,91,38,90,22,52,22
7,91,1,59,89,87,24,71,85,71
12,2,27,72,62,30,1,55,84,15
55,84,65,35,57,90,85,34,24,97
98,79,17,15,75,32,8,65,89,52
36,29,68,53,30,49,48,2,18,2
67,36,64,95,8,18,17,78,94,22
75,91,88,71,98,56,20,91,94,64
23,23,73,12,11,88,30,64,29,55
32,60,4,2,56,88,30,26,50,41
27,61,99,95,10,49,56,91,87,62
26,50,89,10,13,59,57,55,26,74
14,68,77,49,2,53,46,3,68,65
71,92,6,4,87,99,40,95,18,25
67,86,11,29,72,11,35,7,54,53
85,79,22,17,93,77,81,34,97,16
56,69,85,14,41,99,39,17,95,33
47,32,21,72,21,18,5,61,92,85
65,90,89,36,64,81,88,44,23,22
25,77,71,87,49,15,1,84,47,62
3,63,3,10,47,56,98,71,61,95
58,85,82,61,51,42,62,81,74,54
61,36,30,40,94,58,47,73,86,18
42,66,39,45,89,28,26,25,50,18
15,23,56,71,70,89,32,24,40,54
